CERT,NAME,CITY
3896,FIRST NB OF COMMERCE,WALNUT RIDGE
3902,FIRST NB&T CO OF BOTTINEAU,BOTTINEAU
3919,HEARTLAND STATE BANK,EDGELEY
3931,ALERUS FINANCIAL NA,GRAND FORKS
3934,ASPIRE BANK,FARGO
3973,FIRST BANK&TRUST,BROOKINGS
3977,DNB NATIONAL BANK,CLEAR LAKE
3985,FIRST NB OF FREDERICK,FREDERICK
3999,FIRST NB IN PHILIP,PHILIP
4009,BANKWEST INC,PIERRE
4016,FIRST NB IN SIOUX FALLS,SIOUX FALLS
4028,FIRST DAKOTA NATIONAL BANK,YANKTON
4029,VISION BANK,ADA
4031,FRAZER BANK,ALTUS
4032,NBC OKLAHOMA,OKLAHOMA CITY
4033,BANCCENTRAL NATIONAL ASSN,ALVA
4037,FIRST NB&T CO OF ARDMORE,ARDMORE
4041,FIRST SECURITY BANK,BEAVER
4042,LEGACY BANK,HINTON
4048,SPIRITBANK,TULSA
4049,FIRST ENTERPRISE BANK,OKLAHOMA CITY
4050,FIRST NB&T CO BROKEN ARROW,BROKEN ARROW
4051,ALLNATIONS BANK,CALUMET
4054,FARMERS BANK,CARNEGIE
4059,PEOPLES NB OF CHECOTAH,CHECOTAH
4061,ACB BANK,CHEROKEE
4062,FIRST NB&T CO CHICKASHA OK,CHICKASHA
4063,MIDFIRST BANK,OKLAHOMA CITY
4067,OKLAHOMA BANK&TRUST CO,CLINTON
4071,FNB COWETA,COWETA
4076,SOUTHWEST BK OF WEATHERFORD,WEATHERFORD
4084,CITIZENS BANK OF EDMOND,EDMOND
4086,FIRST NATIONAL BANK&TRUST,ELK CITY
4087,BANK OF WESTERN OKLAHOMA,ELK CITY
4091,STRIDE BANK NATIONAL ASSN,ENID
4092,FIRST BANK,ERICK
4094,BANK OF EUFAULA,EUFAULA
4097,FARMERS&MERCHANTS NB FAIRVIE,FAIRVIEW
4098,FIRST NB OF FLETCHER,FLETCHER
4111,FIRST NATIONAL BANK,HEAVENER
4122,1ST BANK IN HOMINY,HOMINY
4123,FIRST NB OF HOOKER,HOOKER
4132,CITY NB&T CO OF LAWTON OK,LAWTON
4144,FARMERS&MERCHANTS BANK,MAYSVILLE
4145,FIRST NB&T CO OF MCALESTER,MCALESTER
4146,BANK NATIONAL ASSN,MCALESTER
4147,BANK 7,OKLAHOMA CITY
4148,FIRST NB&T CO OF MIAMI,MIAMI
4160,REGENT BANK,TULSA
4170,PATRONS BANK NATIONAL ASSN,OKMULGEE
4173,PAULS VALLEY NATIONAL BANK,PAULS VALLEY
4178,SECURITY BANK,TULSA
4185,FIRST PRYORITY BANK,PRYOR
4187,MCCLAIN BANK,PURCELL
4190,AMERICAN HERITAGE BANK,SAPULPA
4193,SEILING STATE BANK,SEILING
4196,SNB BANK NATIONAL ASSN,SHATTUCK
4208,ANCHOR D BANK,TEXHOMA
4209,FIRST BANK OF THOMAS,THOMAS
4211,FIRST NB OF OKLAHOMA,OKLAHOMA CITY
4214,BOKF NATIONAL ASSN,TULSA
4217,COMMUNITY BANK OF OKLAHOMA,VERDEN
4222,FIRST FARMERS NB OF WAURIKA,WAURIKA
4228,FIRST BETHANY BANK&TRUST,BETHANY
4232,STATE BANK OF WYNNEWOOD,WYNNEWOOD
4235,YNB,YUKON
4236,SHAMROCK BANK N A,COALGATE
4239,FIRST UNITED BANK&TRUST CO,DURANT
4241,IDABEL NATIONAL BANK,IDABEL
4255,CAMDEN NATIONAL BANK,CAMDEN
4256,FIRST NATIONAL BANK,DAMARISCOTTA
4288,FIRST NB OF LOUISIANA,CROWLEY
4290,FIRST NB OF JEANERETTE,JEANERETTE
4297,CAPITAL ONE NATIONAL ASSN,MCLEAN
4318,RIDDELL NATIONAL BANK,BRAZIL
4319,FCN BANK NATIONAL ASSN,BROOKVILLE
4324,FIRST NATIONAL BANK,CLOVERDALE
4360,HORIZON BANK,MICHIGAN CITY
4364,FIRST NB OF MONTEREY,MONTEREY
4365,FIRST MERCHANTS BANK,MUNCIE
4382,FIRST FINANCIAL BANK NA,TERRE HAUTE
4398,LNB COMMUNITY BANK,LYNNVILLE
4419,SPRINGS VALLEY BANK&TRUST CO,FRENCH LICK
4432,MIDWEST HERITAGE BANK FSB,WEST DES MOINES
4433,FIRST CITIZENS BANK,MASON CITY
4439,CLINTON NATIONAL BANK,CLINTON
4457,FIRST HERITAGE BANK,SHENANDOAH
4464,FIRST BANK HAMPTON,HAMPTON
4465,MIDSTATES BANK NATIONAL ASSN,COUNCIL BLUFFS
4476,LOGAN STATE BANK,LOGAN
4477,FIRST NB OF MANNING,MANNING
4482,FNNB BANK,NEWTON
4494,FIRST NB OF PRIMGHAR,PRIMGHAR
4506,SECURITY NB OF SIOUX CITY IA,SIOUX CITY
4511,CITIZENS 1ST NB STORM LAKE,STORM LAKE
4514,STATE BANK OF TOLEDO,TOLEDO
4519,FIRST BANK,WAVERLY
4526,PONY EXPRESS BANK,BRAYMER
4539,FARMERS BANK OF NORTHERN MO,UNIONVILLE
4540,HNB NATIONAL BANK,HANNIBAL
4549,CNB ST LOUIS BANK,MAPLEWOOD
4556,TPNB BANK,PARIS
4598,FIRST NB OF NEVADA MISSOURI,NEVADA
4611,FARMERS NATIONAL BANK,PHILLIPSBURG
4619,EXCHANGE BANK&TRUST,ATCHISON
4621,FARMERS BANK&TRUST,ATWOOD
4624,AMERICAN BK BAXTER SPRINGS,BAXTER SPRINGS
4630,FIRST BANK OF BELOIT,BELOIT
4636,FIRST HERITAGE BANK,CENTRALIA
4638,FIRST NB IN CIMARRON,CIMARRON
4649,CONWAY BANK,CONWAY SPRINGS
4652,NINNESCAH VALLEY BANK,CUNNINGHAM
4654,FIRST NB OF DIGHTON,DIGHTON
4660,FIRSTOAK BANK,INDEPENDENCE
4664,HOME BANK&TRUST CO,EUREKA
4666,ARMED FORCES BANK NA,FORT LEAVENWORTH
4668,FIRST NB IN FRANKFORT,FRANKFORT
4673,GNBANK NATIONAL ASSN,GIRARD
4678,CITIZENS NATIONAL BANK,GREENLEAF
4683,VISTA NATIONAL BANK&TRUST,HARVEYVILLE
4690,FIRST NATIONAL BANK OF HOPE,HOPE
4693,HOWARD STB HOWARD KANSAS,HOWARD
4697,FIRST NB OF HUTCHINSON,HUTCHINSON
4702,CENTRAL NATIONAL BANK,JUNCTION CITY
4705,SECURITY BANK OF KANSAS CITY,KANSAS CITY
4707,CITIZENS BANK OF KANSAS,KINGMAN
4722,FIRST NB OF LOUISBURG,LOUISBURG
4728,MARION NATIONAL BANK,MARION
4735,SOUTHWIND BANK,NATOMA
4746,FIRST OPTION BANK,OSAWATOMIE
4752,FIRST SECURITY BANK,OVERBROOK
4756,FIRST NATIONAL BANK&TRUST,PHILLIPSBURG
4766,SJN BANK OF KANSAS,SAINT JOHN
4767,SUNFLOWER BANK NATIONAL ASSN,DENVER
4769,FIRST NB OF SCOTT CITY,SCOTT CITY
4770,ELEVATE BANK NATIONAL ASSN,SEDAN
4773,SOLOMON STATE BANK,SOLOMON
4774,FIRST NB OF SPEARVILLE,SPEARVILLE
4775,PRAIRIE BANK OF KANSAS,STAFFORD
4778,WESTERN NATIONAL BANK,CHESTER
4779,DREAM FIRST BANK NA,SYRACUSE
4789,EMPRISE BANK,WICHITA
4791,BANK OF THE FLINT HILLS,WAMEGO
4792,FNB WASHINGTON,WASHINGTON
4794,FIRST NB OF KANSAS,BURLINGTON
4796,BANK OF COMMERCE&TRUST CO,WELLINGTON
4799,INTRUST BANK NATIONAL ASSN,WICHITA
4801,SOUTHWEST NATIONAL BANK,WICHITA
4832,SHORE UNITED BANK N A,EASTON
4857,FIRST UNITED BANK&TRUST,OAKLAND
4865,SANDY SPRING BANK,OLNEY
4931,MOUNTAIN COMMERCE BANK,KNOXVILLE
4945,PEOPLES BANK OF THE SOUTH,LA FOLLETTE
4952,FIRST NB OF MIDDLE TENNESSEE,MCMINNVILLE
4958,FIRST NB OF ONEIDA,ONEIDA
4960,FIRST FARMERS&COMMERCIAL BK,PIKEVILLE
4972,FIRST CITIZENS NATIONAL BANK,DYERSBURG
4977,FIRST HORIZON BANK,MEMPHIS
4988,TRUSTMARK NATIONAL BANK,JACKSON
4993,CITIZENS NB OF MERIDIAN,MERIDIAN
5005,FNB OXFORD BANK,OXFORD
5006,FIRST CHOICE BANK,PONTOTOC
5015,CENTURY BANK&TRUST,COLDWATER
5018,CITIZENS NB OF CHEBOYGAN,CHEBOYGAN
5019,SOUTHERN MICHIGAN BANK&TRUST,COLDWATER
5033,DART BANK,MASON
5058,SUPERIOR NATIONAL BANK,HANCOCK
5062,FIRST NATIONAL BANK&TRUST CO,IRON MOUNTAIN
5072,RANGE BANK,MARQUETTE
5074,FIRST NB OF ST IGNACE,ST. IGNACE
5076,FIRST NB OF WAKEFIELD,WAKEFIELD
5087,FIRST NB OF BAGLEY,BAGLEY
5093,FIRST NB OF BEMIDJI,BEMIDJI
5095,STAR BANK,MAPLE LAKE
5097,FIRST BANK BLUE EARTH,BLUE EARTH
5105,B2 BANK NATIONAL ASSN,VIRGINIA
5107,FIRST SECURITY BANK CANBY,CANBY
5110,WESTERN NATIONAL BANK,CASS LAKE
5113,FIRST NATIONAL BANK,CHISHOLM
5115,FIRST NB OF COKATO,COKATO
5116,GRANITE BANK,COLD SPRING
5117,FIRST NB OF COLERAINE,COLERAINE
5123,DEERWOOD BANK,WAITE PARK
5131,WESTERN NATIONAL BANK,DULUTH
5136,FIRST BANK ELK RIVER,ELK RIVER
5141,MINERS NB OF EVELETH,EVELETH
5142,FIRST NB OF FAIRFAX,FAIRFAX
5146,WELLS FARGO BANK S CNTL NA,HOUSTON
5150,FIRST NB OF GILBERT,GILBERT
5162,FIRST NB OF HENNING,OTTERTAIL
5170,BANK MIDWEST,SPIRIT LAKE
5175,GLOBAL INNOVATIONS BANK,KIESTER
5180,FIRST NB OF LE CENTER,LONSDALE
5186,FIRST FARMERS&MERCHANTS NB,LUVERNE
5193,PIONEER BANK,MAPLETON
5196,FIRST NB OF MCINTOSH,MCINTOSH
5197,COMMUNITY FIRST BANK,MENAHGA
5198,FIRST NB OF MILACA,MILACA
5214,FIRST NB OF MOOSE LAKE,MOOSE LAKE
5219,COMMUNITY RESOURCE BANK,NORTHFIELD
5221,FIRST NB OF OSAKIS,OSAKIS
5223,CITIZENS NB OF PARK RAPIDS,PARK RAPIDS
5229,FORESIGHT BANK,PLAINVIEW
5232,FIRST NB OF PROCTOR,PROCTOR
5247,FIRST NB MINNESOTA,SAINT PETER
5249,MINNESOTA NATIONAL BANK,SAUK CENTRE
5252,FIRST SECURITY BK SLEEPY EYE,SLEEPY EYE
5269,FIRST NATIONAL BANK NORTH,WALKER
5270,KEEN BANK NATIONAL ASSN,WASECA
5278,FIRST FINL BK IN WINNEBAGO,WINNEBAGO
5280,WNB FINANCIAL N A,WINONA
5283,AMERICAN BANK OF BEAVER DAM,BEAVER DAM
5285,FIRST NATIONAL BANK&TRUST CO,BELOIT
5286,FORTIFI BANK,BERLIN
5295,PREMIERBANK,FORT ATKINSON
5296,ASSOCIATED BANK NA,GREEN BAY
5297,FORTE BANK,HARTFORD
5304,BANK FIRST N A,MANITOWOC
5306,STEPHENSON NB&T,MARINETTE
5317,PESHTIGO NATIONAL BANK,PESHTIGO
5335,WOODTRUST BANK,WISCONSIN RAPIDS
5336,PILLAR BANK,BALDWIN
5337,FIRST NB OF BANGOR,BANGOR
5357,FIRST NATIONAL CMTY BANK,NEW RICHMOND
5364,FIRST NB OF RIVER FALLS,RIVER FALLS
5369,WEST PLAINS BANK,AINSWORTH
5377,FARMERS&MERCHANTS BK ASHLAND,ASHLAND
5380,FIRST BANK OF BANCROFT,BANCROFT
5384,FIRST COMMUNITY BANK,BEEMER
5394,WAYPOINT BANK,COZAD
5396,CITY BANK&TRUST CO,LINCOLN
5401,F&M BANK,FALLS CITY
5405,FIRST B&T OF FULLERTON,FULLERTON
5408,GENOA COMMUNITY BANK,GENOA
5410,FIRST NB OF GORDON,GORDON
5415,SECURITY FIRST BANK,LINCOLN
5422,FIRST NB OF JOHNSON,JOHNSON
5424,SECURITY BANK,LAUREL
5425,LEGENDS WEST BANK,LEWELLEN
5432,FIRST NORTHEAST BANK OF NE,LYONS
5434,MNB BANK,MCCOOK
5438,FIRST BANK&TRUST CO,MINDEN
5439,MINDEN EXCHANGE B&T CO,MINDEN
5442,PLATTE VALLEY BANK,TORRINGTON
5452,FIRST NATIONAL BANK OF OMAHA,OMAHA
5460,FIRST NATIONAL BANK IN ORD,ORD
5469,CITIZENS BANK&TRUST CO,SAINT PAUL
5472,CATTLE BANK&TRUST,SEWARD
5473,JONES BANK,SEWARD
5478,STANTON STATE BANK,STANTON
5486,FIRSTBANK OF NEBRASKA,WAHOO
5490,STATE NEBRASKA BANK&TRUST,WAYNE
5495,CITIZENS STATE BANK,WISNER
5496,CORNERSTONE BANK,YORK
5510,FROST BANK,SAN ANTONIO
5518,CITY NB OF SAN SABA,SAN SABA
5520,SANTA ANNA NATIONAL BANK,SANTA ANNA
5529,FIRST NB OF SHINER,SHINER
5531,FIRST NB OF SONORA,SONORA
5536,FIRST NB OF STANTON,STANTON
5538,FIRST NB OF STERLING CITY,STERLING CITY
5544,CITY NB OF SULPHUR SPRINGS,SULPHUR SPRINGS
5548,CITY NATIONAL BANK OF TAYLOR,TAYLOR
5551,EXTRACO BANKS NATIONAL ASSN,TEMPLE
5557,FIRST NB OF TOM BEAN,TOM BEAN
5558,CAPTEX BANK,FORT WORTH
5559,FIRST NB OF TRINITY,TRINITY
5564,FIRST NB OF BOSQUE COUNTY,VALLEY MILLS
5568,HERRING BANK,AMARILLO
5569,WAGGONER NB OF VERNON,VERNON
5574,CITIZENS NB OF TEXAS,WAXAHACHIE
5575,FIRST NB&T CO OF WEATHERFORD,WEATHERFORD
5589,FANNIN BANK,BONHAM
5590,FIRST NB OF WINNSBORO,WINNSBORO
5595,YOAKUM NATIONAL BANK,YOAKUM
5598,TROY BANK&TRUST CO,TROY
5602,UNION STATE BANK,PELL CITY
5605,BANK OF BREWTON,BREWTON
5615,CHAMBERS BANK,DANVILLE
5619,COMMUNITY STATE BANK,BRADLEY
5623,SMACKOVER STATE BANK,SMACKOVER
5624,BODCAW BANK,STAMPS
5632,LOGAN COUNTY BANK,SCRANTON
5633,FIRST SECURITY BANK,SEARCY
5634,CONNECT BANK,STAR CITY
5635,CS BANK,EUREKA SPRINGS
5649,DISCOVER BANK,GREENWOOD
5673,CITIZENS BANK&TRUST,FROSTPROOF
5676,BRANNEN BANK,INVERNESS
5685,SOUTHEASTERN BANK,DARIEN
5686,BANK OF EDISON,EDISON
5694,PRIMESOUTH BANK,BLACKSHEAR
5699,BANK OF WRIGHTSVILLE,WRIGHTSVILLE
5704,BANK OF NEWINGTON,NEWINGTON
5709,FARMERS BANK,GREENSBORO
5716,FARMERS&MERCHANTS BANK,LAKELAND
5722,PHILO EXCHANGE BANK,PHILO
5730,STATE BANK OF ST JACOB,SAINT JACOB
5740,STATE BANK OF DAVIS,DAVIS
5744,STATE BANK OF THE LAKES NA,ANTIOCH
5749,FORESIGHT BANK,WINNEBAGO
5753,FIDELITY BANK,SAVANNA
5768,FOUNTAIN TRUST CO,COVINGTON
5779,PEOPLES BANK,BROWNSTOWN
5786,SPENCER COUNTY BANK,SANTA CLAUS
5791,FIRST STATE BANK,BELMOND
5792,BREDA SAVINGS BANK,BREDA
5796,EARLHAM SAVINGS BANK,WEST DES MOINES
5797,FARMERS STATE BANK,NORTHWOOD
5800,AMERICAN BANK NATIONAL ASSN,LE MARS
5814,AUDUBON STATE BANK,AUDUBON
5817,HARDIN COUNTY SAVINGS BANK,ELDORA
5820,STATE CENTRAL BANK,BONAPARTE
5821,FIRST STATE BANK,LYNNVILLE
5826,LANDMARK NATIONAL BANK,MANHATTAN
5830,CITIZENS STATE BANK&TRUST CO,HIAWATHA
5835,FIRST STATE BANK,NORTON
5838,FARMERS STATE BANK,BOONEVILLE
5847,PEOPLES BANK MT WASHINGTON,MOUNT WASHINGTON
5854,SOUTH CENTRAL BANK INC,GLASGOW
5867,BANK OF OCEAN CITY,OCEAN CITY
5873,WOODSBORO BANK,WOODSBORO
5874,CALVIN B TAYLOR BK BERLIN MD,BERLIN
5885,FARMERS BANK OF WILLARDS,WILLARDS
5892,KALAMAZOO COUNTY STATE BANK,SCHOOLCRAFT
5902,BANKOKOLONA,OKOLONA
5903,BANKPLUS,BELZONI
5907,FIRST BANK,MCCOMB
5956,PEOPLES BANK,NEWTON
5962,SUTTON BANK,ATTICA
5969,FARMERS&MERCHANTS STATE BANK,ARCHBOLD
5981,COMMUNITY BANK,ZANESVILLE
5994,PRISM BANK,GUTHRIE
5999,FIRST STATE BANK IN TEMPLE,TEMPLE
6051,APOLLO TRUST CO,APOLLO
6063,CORTRUST BANK NATIONAL ASSN,MITCHELL
6064,BRYANT STATE BANK,BRYANT
6078,ONE AMERICAN BANK,CENTERVILLE
6084,FARMERS STATE BANK OF TURTON,TURTON
6085,FIRST PREMIER BANK,SIOUX FALLS
6088,UNION BANK,JAMESTOWN
6091,MACON BANK&TRUST CO,LAFAYETTE
6100,LINEAGE BANK,FRANKLIN
6101,DECATUR COUNTY BANK,DECATURVILLE
6110,PEOPLES BANK,SARDIS
6123,BANK OF CLARKE,BERRYVILLE
6137,BANK OF BOTETOURT,BUCHANAN
6156,FARMERS STATE BANK,WINTHROP
6158,PEOPLES BANK,BELLINGHAM
6161,KITSAP BANK,PORT ORCHARD
6176,PENDLETON COMMUNITY BANK INC,FRANKLIN
6180,BANK OF MONROE,UNION
6186,CITIZENS STATE BANK OF LOYAL,LOYAL
6194,CITIZENS STATE BANK,HUDSON
6195,STERLING BANK,BARRON
6198,HIGHLAND STATE BANK,HIGHLAND
6271,COMMUNITY NATIONAL BANK,DERBY
6275,NATIONAL BANK OF MIDDLEBURY,MIDDLEBURY
6280,FIRST NB OF ORWELL,ORWELL
6354,FIRST HOPE BK A NATL BK ASSN,HOPE
6384,PNC BANK NATIONAL ASSN,WILMINGTON
6423,AMBOY BANK,OLD BRIDGE
6442,FIRST NB OF ABSECON,ABSECON
6464,FIRST NATIONAL BANK OF ELMER,ELMER
6528,FIRST NB OF BELLEVUE,BELLEVUE
6530,FIRST NB OF BLANCHESTER,BLANCHESTER
6531,CITIZENS NB OF BLUFFTON,BLUFFTON
6540,FARMERS NB OF CANFIELD,CANFIELD
6544,PEOPLES BANK,MARIETTA
6548,U S BANK NATIONAL ASSN,CINCINNATI
6560,HUNTINGTON NATIONAL BANK,COLUMBUS
6574,FIRST NB OF DENNISON,DENNISON
6584,COMMUNITY FIRST BANK NA,FOREST
6592,FIRST NB OF GERMANTOWN,GERMANTOWN
6600,FIRST FINANCIAL BANK,CINCINNATI
6605,MERCHANTS NATIONAL BANK,HILLSBORO
6616,KINGSTON NATIONAL BANK,KINGSTON
6623,LCNB NATIONAL BANK,LEBANON
6636,VINTON COUNTY NATIONAL BANK,MCARTHUR
6637,FIRST NB OF MCCONNELSVILLE,MCCONNELSVILLE
6638,CITIZENS NB MCCONNELSVILLE,MCCONNELSVILLE
6646,1ST NATIONAL BANK,LEBANON
6653,PARK NATIONAL BANK,NEWARK
6659,PEOPLES STATE BANK,NEW LEXINGTON
6662,RIVERHILLS BANK,MILFORD
6671,FIRST NB OF PANDORA,PANDORA
6672,FIFTH THIRD BANK NA,CINCINNATI
6680,HOME NATIONAL BANK,RACINE
6700,SOMERVILLE BANK,EATON
6706,FIRST NB OF SYCAMORE,SYCAMORE
6725,FIRST NB OF WAVERLY,WAVERLY
6728,NATIONAL BK ADAMS CNTY W UNI,WEST UNION
6732,CITIZENS NB OF WOODSFIELD,WOODSFIELD
6760,CITIZENS BANK OF WEST VA INC,ELKINS
6762,FAYETTE CNTY NB FAYETTEVILLE,FAYETTEVILLE
6786,MOUNTAIN VALLEY BANK N A,ELKINS
6787,FIRST NB OF PETERSTOWN,PETERSTOWN
6794,FNB BANK INC,ROMNEY
6800,FIRST NEIGHBORHOOD BANK,SPENCER
6803,MCNB BANK&TRUST CO,WELCH
6805,FIRST NB OF WILLIAMSON,WILLIAMSON
6811,FIRST NATIONAL BANK,ALTAVISTA
6813,FARMERS BANK OF APPOMATTOX,APPOMATTOX
6821,NATIONAL BANK OF BLACKSBURG,BLACKSBURG
6861,SKYLINE NATIONAL BANK,INDEPENDENCE
6862,CHESAPEAKE BANK,KILMARNOCK
6863,POWELL VALLEY NATIONAL BANK,JONESVILLE
6892,OLD POINT NB OF PHOEBUS,HAMPTON
6913,PIONEER BANK,STANLEY
6917,FIRST BANK,STRASBURG
6947,EVANS BANK NATIONAL ASSN,ANGOLA
6954,CAYUGA LAKE NATIONAL BANK,UNION SPRINGS
6959,BALLSTON SPA NATIONAL BANK,BALLSTON SPA
6976,DIME COMMUNITY BANK,HAUPPAUGE
6985,CANANDAIGUA NB&T CO,CANANDAIGUA
6989,COMMUNITY BANK NATIONAL ASSN,CANTON
6990,PUTNAM COUNTY NB OF CARMEL,CARMEL
7018,NATIONAL BANK OF COXSACKIE,COXSACKIE
7025,DELAWARE NB OF DELHI,DELHI
7031,FIRST NB OF DRYDEN,DRYDEN
7072,FIRST NB OF LONG ISLAND,GLEN HEAD
7074,ARROW BANK NATIONAL ASSN,GLENS FALLS
7085,FIRST NB OF GROTON,GROTON
7123,JEFF BANK,JEFFERSONVILLE
7151,LYONS NATIONAL BANK,LYONS
7213,CITIBANK NATIONAL ASSN,SIOUX FALLS
7230,NBT BANK NATIONAL ASSN,NORWICH
7274,WSB MUNICIPAL BANK,WATERTOWN
7356,CHAMPLAIN NATIONAL BANK,ELIZABETHTOWN
7404,FIRST KEYSTONE CMTY BANK,BERWICK
7468,FIRST COMMONWEALTH BANK,INDIANA
7493,EPHRATA NATIONAL BANK,EPHRATA
7506,ACNB BANK,GETTYSBURG
7514,PEOPLES SECURITY B&T CO,DUNMORE
7526,HONESDALE NATIONAL BANK,HONESDALE
7542,AMERISERV FINANCIAL BANK,JOHNSTOWN
7551,FULTON BANK NATIONAL ASSN,LANCASTER
7586,LUZERNE BANK,LUZERNE
7590,NATIONAL BANK OF MALVERN,MALVERN
7593,FIRST CITIZENS CMTY BANK,MANSFIELD
7599,JIM THORPE NEIGHBORHOOD BANK,JIM THORPE
7613,PENNIAN BANK,MIFFLINTOWN
7614,JUNIATA VALLEY BANK,MIFFLINTOWN
7631,UNB BANK,MOUNT CARMEL
7646,NEFFS NATIONAL BANK,NEFFS
7658,FIRST NB&T CO OF NEWTOWN,NEWTOWN
7659,NEW TRIPOLI BANK,NEW TRIPOLI
7666,NORTHUMBERLAND NATIONAL BANK,NORTHUMBERLAND
7675,FIRST NORTHERN BANK&TRUST CO,PALMERTON
7714,QNB BANK,QUAKERTOWN
7759,UNIVEST BANK&TRUST CO,SOUDERTON
7789,TURBOTVILLE NATIONAL BANK,TURBOTVILLE
7799,CITIZENS&NORTHERN BANK,WELLSBORO
7848,COMMUNITY BANK,CARMICHAELS
7886,FIRST UNITED NATIONAL BANK,FRYBURG
7888,FIRST NB OF PENNSYLVANIA,GREENVILLE
7900,NEXTIER BANK NATIONAL ASSN,KITTANNING
7909,MARION CENTER BANK,INDIANA
7946,BNY MELLON NATIONAL ASSN,PITTSBURGH
8011,SVG BANK OF MENDOCINO COUNTY,UKIAH
8018,GROVE BANK&TRUST,MIAMI
8021,CREWS BANK&TRUST,WAUCHULA
8028,MOUNT VERNON BANK,MOUNT VERNON
8033,CITIZENS TRUST BANK,ATLANTA
8035,BATH STATE BANK,BATH
8056,MERCHANTS BANK OF INDIANA,CARMEL
8063,NORTH SALEM STATE BANK,NORTH SALEM
8067,COMMUNITY STATE BANK,BROOK
8074,GARRETT STATE BANK,GARRETT
8083,FAIRFAX STATE SAVINGS BANK,FAIRFAX
8094,NSB BANK,MASON CITY
8101,PRIMEBANK,LE MARS
8108,NEW CENTURY BANK,BELLEVILLE
8110,KENDALL BANK,OVERLAND PARK
8117,PEOPLES B&T CO OF HAZARD,HAZARD
8118,BANK OF JAMESTOWN,JAMESTOWN
8120,MAGNOLIA BANK INC,ELIZABETHTOWN
8121,SECURITY BANK&TRUST CO,MAYSVILLE
8122,FIRST&PEOPLES BANK&TRUST CO,RUSSELL
8126,COMMONWEALTH CMTY BANK INC,HARTFORD
8136,INDEPENDENCE BANK OF KY,OWENSBORO
8140,COLFAX BANKING CO,COLFAX
8141,SABINE STATE BANK&TRUST CO,MANY
8144,BANK OF GUEYDAN,GUEYDAN
8149,FIRST AMERICAN BANK&TRUST,VACHERIE
8162,STATE SAVINGS BANK,FRANKFORT
8165,HONOR BANK,HONOR
8172,LAKE-OSCEOLA STATE BANK,BALDWIN
8183,CITIZENS STATE BANK,ROYAL OAK
8191,FIRST STATE BANK OF RED WING,RED WING
8197,PORTAGE BANK,BELLEVUE
8200,CITIZENS BANK MINNESOTA,NEW ULM
8205,AMERICANA COMMUNITY BANK,SLEEPY EYE
8207,PRAIRIE SUN BANK,MILAN
8210,FREEPORT STATE BANK,FREEPORT
8214,FARMERS STATE BANK OF HAMEL,HAMEL
8218,FIRST STB OF SWANVILLE,SWANVILLE
8231,COPIAH BANK,HAZLEHURST
8232,BANK OF HOLLY SPRINGS,HOLLY SPRINGS
8234,RIVERHILLS BANK,VICKSBURG
8235,PLANTERS BANK&TRUST CO,INDIANOLA
8243,BANK OF ANGUILLA,ANGUILLA
8250,BANK OF WIGGINS,WIGGINS
8251,ADRIAN BANK,ADRIAN
8252,OMB BANK,SPRINGFIELD
8255,MONTGOMERY BANK,SIKESTON
8268,FARMERS BANK OF LOHMAN MO,JEFFERSON CITY
8273,UMB BANK NATIONAL ASSN,KANSAS CITY
8274,EXCHANGE BANK OF NE MO,KAHOKA
8276,ALTON BANK,ALTON
8282,FIRST MISSOURI STATE BANK,POPLAR BLUFF
8283,LEAD BANK,KANSAS CITY
8295,O BANNON BANKING CO,BUFFALO
8296,CENTURY BANK OF THE OZARKS,GAINESVILLE
8317,FIRST STATE BANK OF FORSYTH,FORSYTH
8321,STOCKMENS BANK,COLORADO SPRINGS
8322,NEBRASKA STATE BANK&TRUST CO,BROKEN BOW
8323,COMMUNITY STATE BANK,COLON
8333,FIRST TRI COUNTY BANK,SWANTON
8383,FIRST STATE BANK OF HARVEY,HARVEY
8386,KODABANK,DRAYTON
8387,BANKNORTH,ARTHUR
8390,LINCOLN STATE BANK,HANKINSON
8397,WATERFORD COMMERCIAL&SVG BK,WATERFORD
8403,OTTOVILLE BANK CO,OTTOVILLE
8405,FARMERS&MERCHANTS TR CHAMBER,CHAMBERSBURG
8421,SUSQUEHANNA COMMUNITY BANK,WEST MILTON
8426,1ST SUMMIT BANK,JOHNSTOWN
8432,ONE BANK OF TENNESSEE,COOKEVILLE
8439,CENTENNIAL BANK,TREZEVANT
8468,EXCHANGE BANK,SANTA ROSA
8487,CENTRAL STATE BANK,CLAYTON
8491,SCOTT STATE BANK,BETHANY
8499,UNION STATE BANK,GREENFIELD
8503,FARMERS STATE BANK,MARCUS
8506,NEW ALBIN SAVINGS BANK,NEW ALBIN
8507,SLOAN STATE BANK,SLOAN
8510,FARMERS TRUST&SAVINGS BANK,EARLING
8511,CRAWFORD COUNTY T&SB,DENISON
8513,STATE SAVINGS BANK,RAKE
8519,WHITE STATE BANK,SOUTH ENGLISH
8522,FIRST STATE BANK,BRITT
8527,CONCORDIA BANK&TRUST CO,VIDALIA
8531,BANK OF COUSHATTA,COUSHATTA
8532,BANK OF ERATH,ERATH
8533,TENSAS STATE BANK,NEWELLTON
8534,ST LANDRY BANK&TRUST CO,OPELOUSAS
8535,FIRST COMMUNITY BANK,LESTER PRAIRIE
8536,PROGROWTH BANK,NICOLLET
8537,BANKCHEROKEE,SAINT PAUL
